id,work_title,movement,clef,keysig,timesig,pae_data,rism_id,rism_opac_link,tu_da_link
30628301,Symphonie in D-Dur GWV 529 (1751),1. Molto allegro,G-2,xFC,c,{''8D'DDD}{FAFD}/{8.''Dt3CD}{8.Et3DE}{8.Ft3EF}{8.Gt3FG}/{8.33AFG}{AFG},450002142,https://opac.rism.info/metaopac/search?View=rism&id=450002142,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-95/0002
30628303,Symphonie in D-Dur GWV 529 (1751),2. Andante,G-2,xFC,3,''2.D/C/{6D'B''E'B}{''F'B''xG'B},450002142,https://opac.rism.info/metaopac/search?View=rism&id=450002142,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-95/0002
30628305,Symphonie in D-Dur GWV 529 (1751),3. Presto,G-2,xFC,3,'4D8{E''D'F''D}/4'G8{F''D'G''D}/4'A8{B''ACA}/{DACADA}/,450002142,https://opac.rism.info/metaopac/search?View=rism&id=450002142,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-95/0002
30628309,Symphonie in D-Dur GWV 556 (1751),1. Molto allegro,G-2,xFC,c,{'8DDDD}{D6FE}{DEFG}/{8ADDD}{D6FE}{DEFG}/{8ADDD}{DD},450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628311,Symphonie in D-Dur GWV 556 (1751),2. Poco allegro,G-2,xFC,c,8-{''FFF}{F6BxA}{8B'''D}/-{''FFF}{F6'''C''B}{8'''CE}/-{''FFF},450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628312,Symphonie in D-Dur GWV 556 (1751),3. Presto,G-2,xFC,2/4,''4Aq6G{8.F6E}/q8E4D8-'A/{668AB''nC}{C'BA}/{8BG}4-/,450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628314,Symphonie in D-Dur GWV 556 (1751),4. Allegro,G-2,xFC,3/8,"{'6FDAF''D'A}/{''FD}4A/{6'D,A'FDAF}/{8''D'D}-/{''A6GEFD}/",450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628318,Symphonie in D-Dur GWV 554 (1751),1. Molto allegro,G-2,xFC,12/8,{'8D''DE}{FGA}{D'DD}{DDD}/{D''DE}{FGA}{BDD}{'B''DD}/{ADD},450002144,https://opac.rism.info/metaopac/search?View=rism&id=450002144,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-97/0002
30628320,Symphonie in D-Dur GWV 554 (1751),2. Andante e piano,G-2,xFC,3,{''6DFCF}{'B''F'F''F}{'B''GCE}/gE{DC'8B}4--/{6''EDDC},450002144,https://opac.rism.info/metaopac/search?View=rism&id=450002144,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-97/0002
30628322,Symphonie in D-Dur GWV 554 (1751),3. Presto,G-2,xFC,3,''4D{6FE8D}4A/{8.6DEFG}4A/{8FA}4'''D''B/q6A{8.G6F}q8F4E-/,450002144,https://opac.rism.info/metaopac/search?View=rism&id=450002144,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-97/0002
30628325,Symphonie in D-Dur GWV 545 (1751),1. Molto allegro,G-2,xFC,12/8,{''8D'DD}{D3-DEFGAB''C}!{8DDD}!f/{D'DD}{D3-DEFGAB''C},450002145,https://opac.rism.info/metaopac/search?View=rism&id=450002145,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-98/0002
30628327,Symphonie in D-Dur GWV 545 (1751),2. Andante,G-2,xFC,2/4,''2B/{8xA'F}4-/''2D/{8C'F}4-/,450002145,https://opac.rism.info/metaopac/search?View=rism&id=450002145,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-98/0002
30628329,Symphonie in D-Dur GWV 545 (1751),3. Presto,G-2,xFC,6/8,{8.68''DED}{DED}/{8D'A''D}{FD}-/'4.D+D+/D+{8D''CD}/,450002145,https://opac.rism.info/metaopac/search?View=rism&id=450002145,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-98/0002
30628333,Symphonie in G-Dur GWV 607 (1751),1. Allegro,C-3,xF,c,{'8GDDB}{6B''C'AB}{''C'BAG}/{8ADD''C}{6CD'B''C}{DC'BA}/{8BGG''D},450002146,https://opac.rism.info/metaopac/search?View=rism&id=450002146,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-99/0002
30628334,Symphonie in G-Dur GWV 607 (1751),2. Andante,C-3,xF,6/8,"'4E,8B{B'6.E5FG6FE}/4F8,B{B'6.F5GA6GF}/",450002146,https://opac.rism.info/metaopac/search?View=rism&id=450002146,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-99/0002
30628335,Symphonie in G-Dur GWV 607 (1751),3. Allegro,G-2,xF,3,"'2G4D/{8,B'D,G'DGB}/q4B2A{8FA}/{FADFA''C}/qC'4BA-/",450002146,https://opac.rism.info/metaopac/search?View=rism&id=450002146,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-99/0002
30628339,Symphonie in G-Dur GWV 608 (1751),1. Allegro,G-2,xF,3,"{,6GGGG}{GGGG}{GGGG}/{8G''EDC'BA}/{GEDC,BA}/",450002147,https://opac.rism.info/metaopac/search?View=rism&id=450002147,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-100/0002
30628340,Symphonie in G-Dur GWV 608 (1751),2. Andante e poco allegro,C-3,xF,c,4-{'8GF}qA4G{8FE}/1B/8-{FAG}qB4A{8GF}/,450002147,https://opac.rism.info/metaopac/search?View=rism&id=450002147,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-100/0002
30628342,Symphonie in G-Dur GWV 608 (1751),3. Allegro,C-3,xF,2/4,'8G4D8G/qG4F8-G/A4B8''C/{C'B}-G/,450002147,https://opac.rism.info/metaopac/search?View=rism&id=450002147,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-100/0002
